1    0.000182964              1
2    0.000731264              1
3     0.00164312              1
4     0.00291561              1
5     0.00454463              1
6     0.00652503              1
7     0.00885056              1
8       0.011514              1
9      0.0145072              1
10      0.0178211              1
11      0.0214459              1
12      0.0253711              1
13      0.0295856              1
14      0.0340777              1
15      0.0388354              1
16      0.0438464              1
17      0.0490978              1
18      0.0545771              1
19      0.0602715              1
20       0.066168              1
21      0.0722542              1
22      0.0785176              1
23      0.0849461              1
24       0.091528              1
25       0.098252              1
26       0.105107              1
27       0.112084              1
28       0.119172              1
29       0.126362              1
30       0.133647              1
31       0.141018              1
32       0.148469              1
33       0.155994              1
34       0.163588              1
35       0.171246              1
36       0.178964              1
37       0.186739              1
38       0.194569              1
39       0.202453              1
40        0.21039              1
41        0.21838              1
42       0.226423              1
43        0.23452              1
44       0.242673              1
45       0.250885              1
46       0.259158              1
47       0.267495              1
48       0.275899              1
49       0.284376              1
50       0.292928              1
51        0.30156              1
52       0.310277              1
53       0.319083              1
54       0.327983              1
55       0.336982              1
56       0.346084              1
57       0.355294              1
58       0.364616              1
59       0.374054              1
60       0.383613              1
61       0.393295              1
62       0.403105              1
63       0.413044              1
64       0.423116              1
65       0.433322              1
66       0.443665              1
67       0.454144              1
68       0.464761              1
69       0.475515              1
70       0.486407              1
71       0.497434              1
72       0.508596              1
73        0.51989              1
74       0.531313              1
75       0.542862              1
76       0.554534              1
77       0.566323              1
78       0.578226              1
79       0.590236              1
80       0.602348              1
81       0.614557              1
82       0.626854              1
83       0.639235              1
84       0.651691              1
85       0.664214              1
86       0.676798              1
87       0.689434              1
88       0.702115              1
89       0.714831              1
90       0.727576              1
91       0.740339              1
92       0.753113              1
93        0.76589              1
94       0.778662              1
95       0.791419              1
96       0.804153              1
97       0.816858              1
98       0.829524              1
99       0.842145              1
100       0.854712              1
101       0.867219              1
102       0.879659              1
103       0.892024              1
104       0.904309              1
105       0.916508              1
106       0.928614              1
107       0.940622              1
108       0.952528              1
109       0.964325              1
110       0.976011              1
111        0.98758              1
112        0.99903              1
113        1.01036              1
114        1.02156              1
115        1.03263              1
116        1.04357              1
117        1.05437              1
118          1.065              1
119        1.07539              1
120        1.08551              1
121        1.09535              1
122        1.10488              1
123        1.11409              1
124        1.12295              1
125        1.13144              1
126        1.13954              1
127        1.14723              1
128        1.15449              1
129         1.1613              1
130        1.16765              1
131        1.17352              1
132        1.17888              1
133        1.18372              1
134        1.18802              1
135        1.19176              1
136        1.19493              1
137        1.19749              1
138        1.19944              1
139        1.20077              1
140        1.20145              1
141        1.20149              1
142        1.20086              1
143        1.19956              1
144        1.19759              1
145        1.19496              1
146        1.19167              1
147        1.18773              1
148        1.18317              1
149          1.178              1
150        1.17227              1
151        1.16602              1
152        1.15929              1
153        1.15215              1
154        1.14466              1
155        1.13691              1
156        1.12896              1
157        1.12093              1
158         1.1129              1
159        1.10498              1
160        1.09728              1
161        1.08992              1
162        1.08301              1
163        1.07666              1
164        1.07098              1
165        1.06608              1
166        1.06204              1
167        1.05895              1
168        1.05689              1
169        1.05591              1
170        1.05606              1
171        1.05735              1
172        1.05981              1
173        1.06341              1
174        1.06812              1
175         1.0739              1
176        1.08068              1
177        1.08838              1
178         1.0969              1
179        1.10615              1
180        1.11599              1
181        1.12631              1
182        1.13697              1
183        1.14784              1
