1    -0.00599943     -0.0059999    -0.00599999    -0.00599998              0
2     -0.0119966     -0.0119994         -0.012     -0.0119999              0
3     -0.0179894     -0.0179983         -0.018     -0.0179997              0
4     -0.0239755      -0.023996         -0.024     -0.0239992              0
5     -0.0299527     -0.0299923          -0.03     -0.0299985              0
6     -0.0359189     -0.0359868     -0.0359999     -0.0359974              0
7     -0.0418721     -0.0419792     -0.0419999     -0.0419958              0
8     -0.0478101     -0.0479691     -0.0479999     -0.0479938              0
9      -0.053731     -0.0539562     -0.0539999     -0.0539912              0
10     -0.0596328     -0.0599401     -0.0599999     -0.0599879              0
11     -0.0655137     -0.0659206     -0.0659999      -0.065984              0
12     -0.0713719     -0.0718972     -0.0719999     -0.0719792              0
13     -0.0772056     -0.0778696     -0.0779999     -0.0779736              0
14     -0.0830133     -0.0838376     -0.0839999      -0.083967              0
15     -0.0887934     -0.0898008          -0.09     -0.0899594              0
16     -0.0945444      -0.095759         -0.096     -0.0959508              0
17      -0.100265      -0.101712         -0.102      -0.101941              0
18      -0.105954      -0.107659         -0.108       -0.10793              0
19       -0.11161        -0.1136         -0.114      -0.113918              0
20      -0.117232      -0.119535          -0.12      -0.119904              0
21      -0.122819      -0.125464         -0.126      -0.125889              0
22       -0.12837      -0.131386         -0.132      -0.131872              0
23      -0.133884      -0.137301      -0.138001      -0.137854              0
24       -0.13936      -0.143208      -0.144001      -0.143834              0
25      -0.144798      -0.149109      -0.150001      -0.149812              0
26      -0.150198      -0.155001      -0.156001      -0.155789              0
27      -0.155557      -0.160886      -0.162002      -0.161764              0
28      -0.160877      -0.166763      -0.168002      -0.167736              0
29      -0.166156      -0.172632      -0.174002      -0.173707              0
30      -0.171395      -0.178492      -0.180003      -0.179676              0
31      -0.176592      -0.184343      -0.186003      -0.185642              0
32      -0.181748      -0.190186      -0.192004      -0.191607              0
33      -0.186862       -0.19602      -0.198004      -0.197569              0
34      -0.191934      -0.201844      -0.204005      -0.203528              0
35      -0.196965       -0.20766      -0.210006      -0.209485              0
36      -0.201953      -0.213466      -0.216007       -0.21544              0
37      -0.206898      -0.219263      -0.222008      -0.221392              0
38      -0.211801       -0.22505      -0.228009      -0.227341              0
39      -0.216662      -0.230827       -0.23401      -0.233288              0
40       -0.22148      -0.236594      -0.240012      -0.239232              0
41      -0.226256      -0.242352      -0.246013      -0.245173              0
42      -0.230989      -0.248099      -0.252015      -0.251111              0
43      -0.235679      -0.253836      -0.258017      -0.257046              0
44      -0.240327      -0.259564      -0.264019      -0.262977              0
45      -0.244932       -0.26528      -0.270021      -0.268906              0
46      -0.249495      -0.270987      -0.276023      -0.274832              0
47      -0.254015      -0.276683      -0.282026      -0.280754              0
48      -0.258493      -0.282369      -0.288028      -0.286672              0
49      -0.262929      -0.288044      -0.294031      -0.292588              0
50      -0.267322      -0.293708      -0.300034        -0.2985              0
51      -0.271673      -0.299362      -0.306038      -0.304408              0
52      -0.275982      -0.305006      -0.312041      -0.310312              0
53      -0.280249      -0.310639      -0.318045      -0.316213              0
54      -0.284474      -0.316261       -0.32405       -0.32211              0
55      -0.288657      -0.321873      -0.330054      -0.328003              0
56      -0.292798      -0.327474      -0.336059      -0.333892              0
57      -0.296898      -0.333064      -0.342064      -0.339777              0
58      -0.300957      -0.338644      -0.348069      -0.345658              0
59      -0.304974      -0.344213      -0.354075      -0.351535              0
60       -0.30895      -0.349771      -0.360081      -0.357407              0
61      -0.312886      -0.355319      -0.366088      -0.363275              0
62       -0.31678      -0.360857      -0.372095      -0.369139              0
63      -0.320635      -0.366384      -0.378102      -0.374998              0
64      -0.324449        -0.3719       -0.38411      -0.380853              0
65      -0.328223      -0.377406      -0.390118      -0.386703              0
66      -0.331958      -0.382902      -0.396127      -0.392549              0
67      -0.335653      -0.388387      -0.402136      -0.398389              0
68      -0.339309      -0.393862      -0.408146      -0.404225              0
69      -0.342927      -0.399327      -0.414156      -0.410056              0
70      -0.346506      -0.404782      -0.420166      -0.415882              0
71      -0.350047      -0.410226      -0.426177      -0.421703              0
72      -0.353551      -0.415661      -0.432189      -0.427519              0
73      -0.357018      -0.421086      -0.438201      -0.433329              0
74      -0.360448      -0.426501      -0.444214      -0.439135              0
75      -0.363841      -0.431906      -0.450228      -0.444935              0
76      -0.367199      -0.437301      -0.456242      -0.450729              0
77      -0.370521      -0.442687      -0.462257      -0.456518              0
78      -0.373809      -0.448063      -0.468272      -0.462302              0
79      -0.377062       -0.45343      -0.474288       -0.46808              0
80      -0.380282      -0.458787      -0.480305      -0.473852              0
81      -0.383468      -0.464135      -0.486322      -0.479618              0
82      -0.386622      -0.469474       -0.49234      -0.485379              0
83      -0.389743      -0.474804      -0.498359      -0.491134              0
84      -0.392834      -0.480124      -0.504379      -0.496882              0
85      -0.395893      -0.485436      -0.510399      -0.502625              0
86      -0.398922      -0.490739      -0.516421      -0.508361              0
87      -0.401922      -0.496033      -0.522443      -0.514091              0
88      -0.404892      -0.501319      -0.528466      -0.519815              0
89      -0.407835      -0.506596       -0.53449      -0.525533              0
90      -0.410749      -0.511865      -0.540514      -0.531244              0
91      -0.413637      -0.517125       -0.54654      -0.536948              0
92      -0.416499      -0.522377      -0.552566      -0.542646              0
93      -0.419334       -0.52762      -0.558594      -0.548338              0
94      -0.422146      -0.532856      -0.564622      -0.554022              0
95      -0.424932      -0.538084      -0.570652        -0.5597              0
96      -0.427696      -0.543303      -0.576682      -0.565371              0
97      -0.430436      -0.548515      -0.582713      -0.571035              0
98      -0.433155      -0.553719      -0.588746      -0.576692              0
99      -0.435852      -0.558916      -0.594779      -0.582342              0
100      -0.438528      -0.564105      -0.600814      -0.587984              0
101      -0.441184      -0.569286      -0.606849       -0.59362              0
102      -0.443821       -0.57446      -0.612886      -0.599248              0
103       -0.44644      -0.579626      -0.618924      -0.604868              0
