3	1	-1	0.3	0.5
3	1	-1	0.3	0.55
3	1	-1	0.3	0.553
3	1	-1	0.3	0.6
3	1	-1	0.3	0.65
3	1	-1	0.3	0.7
3	1	-1	0.3	0.714
3	1	-1	0.3	0.75
3	1	-1	0.35	0.5
3	1	-1	0.35	0.55
3	1	-1	0.35	0.553
3	1	-1	0.35	0.6
3	1	-1	0.35	0.65
3	1	-1	0.35	0.7
3	1	-1	0.35	0.714
3	1	-1	0.35	0.75
3	1	-1	0.4	0.5
3	1	-1	0.4	0.55
3	1	-1	0.4	0.553
3	1	-1	0.4	0.6
3	1	-1	0.4	0.65
3	1	-1	0.4	0.7
3	1	-1	0.4	0.714
3	1	-1	0.4	0.75
3	1	-1	0.45	0.5
3	1	-1	0.45	0.55
3	1	-1	0.45	0.553
3	1	-1	0.45	0.6
3	1	-1	0.45	0.65
3	1	-1	0.45	0.7
3	1	-1	0.45	0.714
3	1	-1	0.45	0.75
3	1	-1	0.5	0.5
3	1	-1	0.5	0.55
3	1	-1	0.5	0.553
3	1	-1	0.5	0.6
3	1	-1	0.5	0.65
3	1	-1	0.5	0.7
3	1	-1	0.5	0.714
3	1	-1	0.5	0.75
3	1	-1	0.55	0.5
3	1	-1	0.55	0.55
3	1	-1	0.55	0.553
3	1	-1	0.55	0.6
3	1	-1	0.55	0.65
3	1	-1	0.55	0.7
3	1	-1	0.55	0.714
3	1	-1	0.55	0.75
3	1	-1	0.6	0.5
3	1	-1	0.6	0.55
3	1	-1	0.6	0.553
3	1	-1	0.6	0.6
3	1	-1	0.6	0.65
3	1	-1	0.6	0.7
3	1	-1	0.6	0.714
3	1	-1	0.6	0.75
3	1	-1	0.65	0.5
3	1	-1	0.65	0.55
3	1	-1	0.65	0.553
3	1	-1	0.65	0.6
3	1	-1	0.65	0.65
3	1	-1	0.65	0.7
3	1	-1	0.65	0.714
3	1	-1	0.65	0.75
3	1	-1	0.7	0.5
3	1	-1	0.7	0.55
3	1	-1	0.7	0.553
3	1	-1	0.7	0.6
3	1	-1	0.7	0.65
3	1	-1	0.7	0.7
3	1	-1	0.7	0.714
3	1	-1	0.7	0.75
3	1	-1	0.75	0.5
3	1	-1	0.75	0.55
3	1	-1	0.75	0.553
3	1	-1	0.75	0.6
3	1	-1	0.75	0.65
3	1	-1	0.75	0.7
3	1	-1	0.75	0.714
3	1	-1	0.75	0.75
3	1	-1	0.8	0.5
3	1	-1	0.8	0.55
3	1	-1	0.8	0.553
3	1	-1	0.8	0.6
3	1	-1	0.8	0.65
3	1	-1	0.8	0.7
3	1	-1	0.8	0.714
3	1	-1	0.8	0.714
3	1	-1	0.85	0.5
3	1	-1	0.85	0.55
3	1	-1	0.85	0.553
3	1	-1	0.85	0.6
3	1	-1	0.85	0.65
3	1	-1	0.85	0.7
3	1	-1	0.85	0.714
3	1	-1	0.85	0.714
3	1	-1	0.9	0.5
3	1	-1	0.9	0.55
3	1	-1	0.9	0.553
