1     -0.0599954     -0.0598929     -0.0599991     -0.0599982              0
2      -0.119976      -0.119361      -0.119998      -0.119989              0
3      -0.179927       -0.17798      -0.179998      -0.179966              0
4      -0.239834      -0.235327      -0.239998      -0.239921              0
5      -0.299681      -0.290978      -0.300001      -0.299847              0
6      -0.359454      -0.344513      -0.360008      -0.359737              0
7      -0.419137      -0.395511      -0.420023      -0.419584              0
8      -0.478715      -0.443554      -0.480049      -0.479381              0
9      -0.538172      -0.488228      -0.540091       -0.53912              0
10      -0.597491       -0.52912      -0.600156      -0.598794              0
11      -0.656657       -0.56582      -0.660252      -0.658396              0
12      -0.715653      -0.597921      -0.720388      -0.717918              0
13      -0.774461      -0.625022      -0.780575      -0.777354              0
14      -0.833063      -0.646724      -0.840825      -0.836696              0
15      -0.891441      -0.662635      -0.901151      -0.895936              0
16      -0.949577      -0.672367      -0.961567      -0.955068              0
17       -1.00745      -0.675537       -1.02209       -1.01408              0
18       -1.06504      -0.671769       -1.08273       -1.07297              0
19       -1.12232      -0.660694       -1.14352       -1.13173              0
20       -1.17928       -0.64195       -1.20446       -1.19036              0
21       -1.23589      -0.615183       -1.26557       -1.24883              0
22       -1.29213      -0.580049       -1.32687       -1.30715              0
23       -1.34796       -0.53621       -1.38837        -1.3653              0
24       -1.40337      -0.483341       -1.45009       -1.42329              0
25       -1.45833      -0.421127       -1.51203       -1.48109              0
26       -1.51281      -0.349264       -1.57421       -1.53871              0
27       -1.56677      -0.267461       -1.63663       -1.59613              0
28       -1.62019      -0.175439       -1.69929       -1.65335              0
29       -1.67303     -0.0729355       -1.76218       -1.71035              0
30       -1.72526      0.0402997        -1.8253       -1.76714              0
31       -1.77685       0.164499       -1.88862       -1.82369              0
32       -1.82775       0.299878       -1.95212          -1.88              0
33       -1.87793       0.446634       -2.01576       -1.93606              0
34       -1.92735       0.604947        -2.0795       -1.99187              0
35       -1.97596       0.774973       -2.14328       -2.04741              0
36       -2.02373        0.95685       -2.20703       -2.10268              0
37       -2.07061        1.15069       -2.27068       -2.15766              0
38       -2.11655        1.35659       -2.33413       -2.21236              0
39       -2.16151        1.57461       -2.39727       -2.26676              0
40       -2.20544         1.8048       -2.45997       -2.32086              0
41        -2.2483        2.04715        -2.5221       -2.37466              0
42       -2.29002        2.30167       -2.58348       -2.42814              0
43       -2.33058        2.56831       -2.64395       -2.48131              0
44        -2.3699        2.84699       -2.70331       -2.53416              0
45       -2.40796         3.1376       -2.76133       -2.58669              0
46       -2.44468        3.44001       -2.81778       -2.63891              0
47       -2.48003        3.75406        -2.8724       -2.69081              0
48       -2.51395        4.07952       -2.92491       -2.74241              0
49        -2.5464        4.41618         -2.975       -2.79371              0
50       -2.57733        4.76375       -3.02236       -2.84472              0
51       -2.60669        5.12192       -3.06664       -2.89545              0
52       -2.63444        5.49035       -3.10746       -2.94592              0
53       -2.66053        5.86867       -3.14446       -2.99614              0
54       -2.68492        6.25645       -3.17722       -3.04615              0
55       -2.70757        6.65325       -3.20532       -3.09597              0
56       -2.72845        7.05857       -3.22831       -3.14562              0
57       -2.74752        7.47189       -3.24575       -3.19514              0
58       -2.76475        7.89266       -3.25716       -3.24457              0
59       -2.78012        8.32028       -3.26206       -3.29394              0
60        -2.7936        8.75413       -3.25996       -3.34331              0
61       -2.80517        9.19356       -3.25035       -3.39271              0
62       -2.81482        9.63786       -3.23272       -3.44221              0
63       -2.82254        10.0863       -3.20658       -3.49184              0
64       -2.82832        10.5382        -3.1714       -3.54167              0
65       -2.83216        10.9928       -3.12669       -3.59175              0
66       -2.83406        11.4492       -3.07194       -3.64215              0
67       -2.83403        11.9066       -3.00667       -3.69291              0
68       -2.83208        12.3642       -2.93039        -3.7441              0
69       -2.82823        12.8212       -2.84265       -3.79576              0
70       -2.82251        13.2767         -2.743       -3.84796              0
71       -2.81493        13.7297       -2.63103       -3.90074              0
72       -2.80553        14.1794       -2.50634       -3.95413              0
73       -2.79434         14.625       -2.36858       -4.00819              0
74       -2.78142        15.0654       -2.21741       -4.06292              0
75       -2.76679        15.4998       -2.05255       -4.11836              0
76       -2.75052        15.9273       -1.87373        -4.1745              0
77       -2.73265         16.347       -1.68076       -4.23133              0
78       -2.71323        16.7581       -1.47345       -4.28883              0
79       -2.69234        17.1596        -1.2517       -4.34696              0
